result_id,hilic_fraction_min,lipid_subclass,lipid_annotation,precursor_annotation,candidate_rank,match_score,total_score,ms2_abundance,variable_carbon_number,curve_unsaturation,normalized_rt_min,mean_ms2_rt_min,merged_ms2_spectrum_count,ms1_feature_id,ms2_scan_id
MR6_0005678,15-17.5,SM(d16:1/x:y),SM(d16:1/29:2),SM(d45:3),2,0.45,40.5,0.96,29.0,2.0,10.117,27.510933333333,1,F002497,scanId=1650664
MR6_0005680,15-17.5,SM(d21:0/x:y),SM(d21:0/24:3),SM(d45:3),2,0.36,32.4,0.97,24.0,3.0,10.117,27.745383333333,1,F002497,scanId=1664731
MR6_0005682,15-17.5,SM(d28:2/x:y),SM(d28:2/17:1),SM(d45:3),3,0.36,28.8,0.97,17.0,1.0,10.117,27.745383333333,1,F002497,scanId=1664731
MR6_0005683,15-17.5,SM(d14:0/x:y),SM(d14:0/30:2),SM(d44:2),1,0.45,45.0,1.0,30.0,2.0,10.133,27.62941,5,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056
MR6_0005684,15-17.5,SM(d14:1/x:y),SM(d14:1/30:1),SM(d44:2),1,0.45,45.0,1.0,30.0,1.0,10.133,27.6445055555555,6,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056; scanId=1663207
MR6_0005685,15-17.5,SM(d14:2/x:y),SM(d14:2/30:0),SM(d44:2),1,0.45,45.0,1.0,30.0,0.0,10.133,27.639913333333205,5,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1663207
MR6_0005686,15-17.5,SM(d15:0/x:y),SM(d15:0/29:2),SM(d44:2),1,0.45,45.0,1.0,29.0,2.0,10.133,27.6445055555555,6,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056; scanId=1663207
MR6_0005687,15-17.5,SM(d15:1/x:y),SM(d15:1/29:1),SM(d44:2),1,0.45,45.0,1.0,29.0,1.0,10.133,27.6445055555555,6,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056; scanId=1663207
MR6_0005688,15-17.5,SM(d15:2/x:y),SM(d15:2/29:0),SM(d44:2),1,0.45,45.0,1.0,29.0,0.0,10.133,27.6445055555555,6,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056; scanId=1663207
MR6_0005689,15-17.5,SM(d16:0/x:y),SM(d16:0/28:2),SM(d44:2),1,0.45,45.0,1.0,28.0,2.0,10.133,27.6521133333332,5,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1660056; scanId=1663207
MR6_0005690,15-17.5,SM(d16:1/x:y),SM(d16:1/28:1),SM(d44:2),1,0.45,45.0,1.0,28.0,1.0,10.133,27.6445055555555,6,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056; scanId=1663207
MR6_0005691,15-17.5,SM(d16:2/x:y),SM(d16:2/28:0),SM(d44:2),1,0.45,45.0,1.0,28.0,0.0,10.133,27.6445055555555,6,F002498,scanId=1656433; scanId=1663205; scanId=1652773; scanId=1656396; scanId=1660056; scanId=1663207
MR004792,15-17.5,SM(d17:0/x:y),SM(d17:0/27:2),SM(d44:2),1,0.55,55.00000000000001,1.0,27.0,2.0,10.133,27.66419,5,F002498,scanId=1656433; scanId=1663205; scanId=1656396; scanId=1660056; scanId=1663207
MR6_0005693,15-17.5,SM(d17:1/x:y),SM(d17:1/27:1),SM(d44:2),1,0.45,45.0,1.0,27.0,1.0,10.133,27.546083333333,1,F002498,scanId=1652773
MR6_0005694,15-17.5,SM(d18:1/x:y),SM(d18:1/26:1),SM(d44:2),1,0.45,45.0,1.0,26.0,1.0,10.133,27.6895,2,F002498,scanId=1656396; scanId=1666360
MR6_0005695,15-17.5,SM(d20:0/x:y),SM(d20:0/24:2),SM(d44:2),1,0.36,36.0,1.0,24.0,2.0,10.133,27.5462,1,F002498,scanId=1652780
MR6_0005696,15-17.5,SM(d20:1/x:y),SM(d20:1/24:1),SM(d44:2),1,0.36,36.0,1.0,24.0,1.0,10.133,27.7725,2,F002498,scanId=1666356; scanId=1666360
MR6_0005697,15-17.5,SM(d21:0/x:y),SM(d21:0/23:2),SM(d44:2),1,0.45,45.0,1.0,23.0,2.0,10.133,27.667466666667,1,F002498,scanId=1660056
MR005283,15-17.5,SM(d22:0/x:y),SM(d22:0/22:2),SM(d44:2),2,0.55,49.50000000000001,1.0,22.0,2.0,10.133,27.719983333333,1,F002498,scanId=1663207
MR6_0005699,15-17.5,SM(d14:0/x:y),SM(d14:0/29:2),SM(d43:2),1,0.45,45.0,1.0,29.0,2.0,10.171333333333331,27.659091666666665,6,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1670313; scanId=1657189
MR6_0005700,15-17.5,SM(d14:1/x:y),SM(d14:1/29:1),SM(d43:2),1,0.45,45.0,1.0,29.0,1.0,10.171333333333331,27.677209523809573,7,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313; scanId=1657189
MR6_0005701,15-17.5,SM(d14:2/x:y),SM(d14:2/29:0),SM(d43:2),1,0.45,45.0,1.0,29.0,0.0,10.171333333333331,27.677209523809573,7,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313; scanId=1657189
MR6_0005702,15-17.5,SM(d15:0/x:y),SM(d15:0/28:2),SM(d43:2),1,0.45,45.0,1.0,28.0,2.0,10.171333333333331,27.677209523809573,7,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313; scanId=1657189
MR6_0005703,15-17.5,SM(d15:1/x:y),SM(d15:1/28:1),SM(d43:2),1,0.45,45.0,1.0,28.0,1.0,10.171333333333331,27.68679722222233,6,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313
MR6_0005704,15-17.5,SM(d15:2/x:y),SM(d15:2/28:0),SM(d43:2),1,0.45,45.0,1.0,28.0,0.0,10.171333333333331,27.677209523809573,7,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313; scanId=1657189
MR6_0005705,15-17.5,SM(d16:0/x:y),SM(d16:0/27:2),SM(d43:2),1,0.45,45.0,1.0,27.0,2.0,10.171333333333331,27.72905,2,F002500,scanId=1670313; scanId=1657189
MR6_0005706,15-17.5,SM(d16:1/x:y),SM(d16:1/27:1),SM(d43:2),1,0.45,45.0,1.0,27.0,1.0,10.171333333333331,27.677209523809573,7,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313; scanId=1657189
MR6_0005707,15-17.5,SM(d16:2/x:y),SM(d16:2/27:0),SM(d43:2),1,0.45,45.0,1.0,27.0,0.0,10.171333333333331,27.677209523809573,7,F002500,scanId=1654925; scanId=1653599; scanId=1657258; scanId=1664037; scanId=1667163; scanId=1670313; scanId=1657189
MR6_0005708,15-17.5,SM(d17:0/x:y),SM(d17:0/26:2),SM(d43:2),1,0.45,45.0,1.0,26.0,2.0,10.171333333333331,27.66628125,8,F002500,scanId=1654925; scanId=1658547; scanId=1653599; scanId=1657258; scanId=1660885; scanId=1667163; scanId=1670313; scanId=1657189
MR004966,15-17.5,SM(d18:1/x:y),SM(d18:1/25:1),SM(d43:2),1,0.55,55.00000000000001,1.0,25.0,1.0,10.145,27.6735666666666,10,F002500,scanId=1654925; scanId=1658545; scanId=1654888; scanId=1658547; scanId=1657258; scanId=1660885; scanId=1664037; scanId=1660844; scanId=1663993; scanId=1670298
MR005026,15-17.5,SM(d18:2/x:y),SM(d18:2/25:0),SM(d43:2),1,0.64,64.0,1.0,25.0,0.0,10.145,27.7040125,8,F002500,scanId=1653599; scanId=1660885; scanId=1664037; scanId=1657189; scanId=1660844; scanId=1663993; scanId=1667145; scanId=1670298
MR005481,15-17.5,SM(d27:2/x:y),SM(d27:2/16:0),SM(d43:2),1,0.55,55.00000000000001,1.0,16.0,0.0,10.145,27.785766666667,2,F002500,scanId=1667163; scanId=1667145
MR005115,15-17.5,SM(d19:1/x:y),SM(d19:1/24:1),SM(d43:2),2,0.55,49.50000000000001,1.0,24.0,1.0,10.145,27.669855555555667,3,F002500,scanId=1654888; scanId=1658547; scanId=1667163
MR6_0005713,15-17.5,SM(d19:2/x:y),SM(d19:2/24:0),SM(d43:2),2,0.45,40.5,1.0,24.0,0.0,10.171333333333331,27.685322222222,3,F002500,scanId=1658545; scanId=1660844; scanId=1663993
MR6_0005709,15-17.5,SM(d17:1/x:y),SM(d17:1/26:1),SM(d43:2),3,0.45,36.0,0.99,26.0,1.0,10.171333333333331,27.581333333333,1,F002500,scanId=1654888
MR005260,15-17.5,SM(d21:2/x:y),SM(d21:2/22:0),SM(d43:2),3,0.64,51.2,1.0,22.0,0.0,10.145,27.785616666667,1,F002500,scanId=1667145
MR6_0005715,15-17.5,SM(d24:1/x:y),SM(d24:1/19:1),SM(d43:2),3,0.45,36.0,1.0,19.0,1.0,10.171333333333331,27.642283333333,1,F002500,scanId=1658545
MR6_0005717,15-17.5,SM(d14:0/x:y),SM(d14:0/28:1),SM(d42:1),1,0.45,45.0,1.0,28.0,1.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005718,15-17.5,SM(d14:1/x:y),SM(d14:1/28:0),SM(d42:1),1,0.45,45.0,1.0,28.0,0.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005719,15-17.5,SM(d15:0/x:y),SM(d15:0/27:1),SM(d42:1),1,0.45,45.0,1.0,27.0,1.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005720,15-17.5,SM(d15:1/x:y),SM(d15:1/27:0),SM(d42:1),1,0.45,45.0,1.0,27.0,0.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005721,15-17.5,SM(d16:0/x:y),SM(d16:0/26:1),SM(d42:1),1,0.45,45.0,1.0,26.0,1.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005722,15-17.5,SM(d16:1/x:y),SM(d16:1/26:0),SM(d42:1),1,0.45,45.0,1.0,26.0,0.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005723,15-17.5,SM(d17:0/x:y),SM(d17:0/25:1),SM(d42:1),1,0.45,45.0,1.0,25.0,1.0,10.178,27.71801111111108,12,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1672127; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR6_0005724,15-17.5,SM(d17:1/x:y),SM(d17:1/25:0),SM(d42:1),1,0.45,45.0,1.0,25.0,0.0,10.178,27.704316666666635,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR004892,15-17.5,SM(d18:0/x:y),SM(d18:0/24:1),SM(d42:1),1,0.64,64.0,1.0,24.0,1.0,10.178,27.67823636363628,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1665320; scanId=1668976; scanId=1654822; scanId=1658452; scanId=1665227; scanId=1668880; scanId=1655247; scanId=1655178
MR004946,15-17.5,SM(d18:1/x:y),SM(d18:1/24:0),SM(d42:1),1,0.73,73.0,1.0,24.0,0.0,10.178,27.704403030303,11,F002504,scanId=1654884; scanId=1658542; scanId=1662196; scanId=1668976; scanId=1672127; scanId=1654822; scanId=1662107; scanId=1668880; scanId=1672035; scanId=1655247; scanId=1655178
MR005339,15-17.5,SM(d23:1/x:y),SM(d23:1/19:0),SM(d42:1),1,0.55,55.00000000000001,1.0,19.0,0.0,10.178,27.610483333333,2,F002504,scanId=1654822; scanId=1658452
MR6_0005730,15-17.5,SM(d24:0/x:y),SM(d24:0/18:1),SM(d42:1),1,0.45,45.0,1.0,18.0,1.0,10.178,27.7552,1,F002504,scanId=1665320
MR6_0005732,15-17.5,SM(d28:1/x:y),SM(d28:1/14:0),SM(d42:1),1,0.45,45.0,1.0,14.0,0.0,10.178,27.810383333333498,2,F002504,scanId=1665227; scanId=1672035
MR005109,15-17.5,SM(d19:1/x:y),SM(d19:1/23:0),SM(d42:1),2,0.55,49.50000000000001,1.0,23.0,0.0,10.178,27.86865,1,F002504,scanId=1672127
MR6_0005731,15-17.5,SM(d27:0/x:y),SM(d27:0/15:1),SM(d42:1),2,0.45,40.5,1.0,15.0,1.0,10.178,27.70165,1,F002504,scanId=1662107
MR6_0005728,15-17.5,SM(d22:0/x:y),SM(d22:0/20:1),SM(d42:1),3,0.45,36.0,1.0,20.0,1.0,10.178,27.70165,1,F002504,scanId=1662107
MR6_0005743,15-17.5,SM(d18:1/x:y),SM(d18:1/26:3),SM(d44:4),1,0.64,57.6,0.99,26.0,3.0,10.178,27.672442857143,7,F002505,scanId=1658948; scanId=1662099; scanId=1658928; scanId=1662081; scanId=1661388; scanId=1657691; scanId=1661347
MR6_0005745,15-17.5,SM(d20:1/x:y),SM(d20:1/24:3),SM(d44:4),1,0.64,64.0,1.0,24.0,3.0,10.178,27.66779166666683,6,F002505,scanId=1658948; scanId=1658928; scanId=1662081; scanId=1657761; scanId=1661388; scanId=1661347
MR6_0005751,15-17.5,SM(d26:2/x:y),SM(d26:2/18:2),SM(d44:4),1,0.64,64.0,1.0,18.0,2.0,10.178,27.644625,2,F002505,scanId=1662099; scanId=1655272
MR005505,15-17.5,SM(d28:3/x:y),SM(d28:3/16:1),SM(d44:4),1,0.55,55.00000000000001,1.0,16.0,1.0,10.178,27.588416666667,1,F002505,scanId=1655313
MR6_0005742,15-17.5,SM(d18:0/x:y),SM(d18:0/26:4),SM(d44:4),2,0.64,57.6,1.0,26.0,4.0,10.178,27.587733333333,1,F002505,scanId=1655272
MR6_0005744,15-17.5,SM(d19:0/x:y),SM(d19:0/25:4),SM(d44:4),2,0.45,40.5,0.98,25.0,4.0,10.178,27.668825,2,F002505,scanId=1658928; scanId=1661347
MR6_0005746,15-17.5,SM(d20:3/x:y),SM(d20:3/24:1),SM(d44:4),2,0.45,40.5,0.99,24.0,1.0,10.178,27.689666666667,1,F002505,scanId=1661388
MR6_0005750,15-17.5,SM(d25:2/x:y),SM(d25:2/19:2),SM(d44:4),2,0.45,40.5,1.0,19.0,2.0,10.178,27.62805,1,F002505,scanId=1657691
MR005523,15-17.5,SM(d30:3/x:y),SM(d30:3/14:1),SM(d44:4),2,0.55,49.50000000000001,0.99,14.0,1.0,10.178,27.588416666667,1,F002505,scanId=1655313
MR6_0005754,15-17.5,SM(d30:4/x:y),SM(d30:4/14:0),SM(d44:4),2,0.45,40.5,0.99,14.0,0.0,10.178,27.629216666667,1,F002505,scanId=1657761
MR6_0005733,15-17.5,SM(d14:0/x:y),SM(d14:0/30:4),SM(d44:4),3,0.45,36.0,0.99,30.0,4.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005734,15-17.5,SM(d14:1/x:y),SM(d14:1/30:3),SM(d44:4),3,0.45,36.0,0.99,30.0,3.0,10.178,27.615227777778,3,F002505,scanId=1655313; scanId=1657761; scanId=1657691
MR6_0005735,15-17.5,SM(d14:2/x:y),SM(d14:2/30:2),SM(d44:4),3,0.45,36.0,0.99,30.0,2.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005736,15-17.5,SM(d15:0/x:y),SM(d15:0/29:4),SM(d44:4),3,0.45,36.0,0.99,29.0,4.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005737,15-17.5,SM(d15:1/x:y),SM(d15:1/29:3),SM(d44:4),3,0.45,36.0,0.99,29.0,3.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005738,15-17.5,SM(d15:2/x:y),SM(d15:2/29:2),SM(d44:4),3,0.45,36.0,0.99,29.0,2.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005739,15-17.5,SM(d15:3/x:y),SM(d15:3/29:1),SM(d44:4),3,0.45,36.0,0.99,29.0,1.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005740,15-17.5,SM(d15:4/x:y),SM(d15:4/29:0),SM(d44:4),3,0.45,36.0,0.99,29.0,0.0,10.178,27.608816666667,2,F002505,scanId=1655313; scanId=1657761
MR6_0005741,15-17.5,SM(d17:0/x:y),SM(d17:0/27:4),SM(d44:4),3,0.45,36.0,0.99,27.0,4.0,10.178,27.701216666667,1,F002505,scanId=1662081
MR005364,15-17.5,SM(d24:0/x:y),SM(d24:0/20:4),SM(d44:4),3,0.64,51.2,0.99,20.0,4.0,10.178,27.587733333333,1,F002505,scanId=1655272
MR005395,15-17.5,SM(d24:2/x:y),SM(d24:2/20:2),SM(d44:4),3,0.55,49.50000000000001,0.99,20.0,2.0,10.178,27.701516666667,1,F002505,scanId=1662099
MR005416,15-17.5,SM(d25:0/x:y),SM(d25:0/19:4),SM(d44:4),3,0.55,44.0,0.98,19.0,4.0,10.178,27.649,1,F002505,scanId=1658948
MR6_0005755,15-17.5,SM(d14:0/x:y),SM(d14:0/27:0),SM(d41:0),1,0.36,36.0,1.0,27.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005756,15-17.5,SM(d15:0/x:y),SM(d15:0/26:0),SM(d41:0),1,0.36,36.0,1.0,26.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005757,15-17.5,SM(d16:0/x:y),SM(d16:0/25:0),SM(d41:0),1,0.45,45.0,1.0,25.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005758,15-17.5,SM(d17:0/x:y),SM(d17:0/24:0),SM(d41:0),1,0.36,36.0,1.0,24.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005759,15-17.5,SM(d18:0/x:y),SM(d18:0/23:0),SM(d41:0),1,0.45,45.0,1.0,23.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005760,15-17.5,SM(d19:0/x:y),SM(d19:0/22:0),SM(d41:0),1,0.36,36.0,1.0,22.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005761,15-17.5,SM(d20:0/x:y),SM(d20:0/21:0),SM(d41:0),1,0.36,36.0,1.0,21.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005762,15-17.5,SM(d21:0/x:y),SM(d21:0/20:0),SM(d41:0),1,0.36,36.0,1.0,20.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005763,15-17.5,SM(d22:0/x:y),SM(d22:0/19:0),SM(d41:0),1,0.36,36.0,1.0,19.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005764,15-17.5,SM(d23:0/x:y),SM(d23:0/18:0),SM(d41:0),1,0.36,36.0,1.0,18.0,0.0,10.25,27.80716666666675,4,F002507,scanId=1666859; scanId=1670016; scanId=1666862; scanId=1670015
MR6_0005765,15-17.5,SM(d14:0/x:y),SM(d14:0/30:4),SM(d44:4),1,0.45,45.0,1.0,30.0,4.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005766,15-17.5,SM(d14:1/x:y),SM(d14:1/30:3),SM(d44:4),1,0.45,45.0,1.0,30.0,3.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005767,15-17.5,SM(d14:2/x:y),SM(d14:2/30:2),SM(d44:4),1,0.45,45.0,1.0,30.0,2.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005768,15-17.5,SM(d14:3/x:y),SM(d14:3/30:1),SM(d44:4),1,0.45,45.0,1.0,30.0,1.0,10.267,27.898883333333,1,F002508,scanId=1673941
MR6_0005769,15-17.5,SM(d14:4/x:y),SM(d14:4/30:0),SM(d44:4),1,0.45,45.0,1.0,30.0,0.0,10.267,27.898883333333,1,F002508,scanId=1673941
MR6_0005770,15-17.5,SM(d15:0/x:y),SM(d15:0/29:4),SM(d44:4),1,0.45,45.0,1.0,29.0,4.0,10.267,27.8677541666665,4,F002508,scanId=1668403; scanId=1668385; scanId=1673941; scanId=1677564
MR6_0005771,15-17.5,SM(d15:1/x:y),SM(d15:1/29:3),SM(d44:4),1,0.45,45.0,1.0,29.0,3.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005772,15-17.5,SM(d15:2/x:y),SM(d15:2/29:2),SM(d44:4),1,0.45,45.0,1.0,29.0,2.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005773,15-17.5,SM(d15:3/x:y),SM(d15:3/29:1),SM(d44:4),1,0.45,45.0,1.0,29.0,1.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005774,15-17.5,SM(d15:4/x:y),SM(d15:4/29:0),SM(d44:4),1,0.45,45.0,1.0,29.0,0.0,10.267,27.888244444444336,3,F002508,scanId=1668403; scanId=1673941; scanId=1677564
MR6_0005777,15-17.5,SM(d18:1/x:y),SM(d18:1/26:3),SM(d44:4),1,0.64,64.0,1.0,26.0,3.0,10.267,27.820495833333336,12,F002508,scanId=1665254; scanId=1668403; scanId=1671053; scanId=1665233; scanId=1671036; scanId=1664539; scanId=1667665; scanId=1670816; scanId=1664496; scanId=1670800; scanId=1673952; scanId=1677606
MR6_0005780,15-17.5,SM(d20:1/x:y),SM(d20:1/24:3),SM(d44:4),1,0.64,57.6,0.99,24.0,3.0,10.267,27.8264333333334,10,F002508,scanId=1665254; scanId=1671053; scanId=1665233; scanId=1668385; scanId=1671036; scanId=1667665; scanId=1677564; scanId=1664496; scanId=1667648; scanId=1677606
MR005206,15-17.5,SM(d20:2/x:y),SM(d20:2/24:2),SM(d44:4),1,0.55,55.00000000000001,1.0,24.0,2.0,10.267,27.84262222222217,6,F002508,scanId=1668403; scanId=1668385; scanId=1671036; scanId=1670816; scanId=1670800; scanId=1673952
MR6_0005784,15-17.5,SM(d26:2/x:y),SM(d26:2/18:2),SM(d44:4),1,0.64,64.0,1.0,18.0,2.0,10.267,27.83466428571429,7,F002508,scanId=1665254; scanId=1664539; scanId=1670816; scanId=1667648; scanId=1670800; scanId=1673952; scanId=1677606
MR6_0005775,15-17.5,SM(d17:0/x:y),SM(d17:0/27:4),SM(d44:4),2,0.55,55.00000000000001,1.0,27.0,4.0,10.267,27.741825,2,F002508,scanId=1664539; scanId=1664496
MR6_0005783,15-17.5,SM(d25:4/x:y),SM(d25:4/19:0),SM(d44:4),2,0.45,40.5,0.99,19.0,0.0,10.267,27.959266666667,1,F002508,scanId=1677564
MR6_0005776,15-17.5,SM(d18:0/x:y),SM(d18:0/26:4),SM(d44:4),3,0.45,36.0,0.96,26.0,4.0,10.267,27.794283333333,1,F002508,scanId=1667665
MR6_0005778,15-17.5,SM(d19:0/x:y),SM(d19:0/25:4),SM(d44:4),3,0.36,28.8,0.88,25.0,4.0,10.267,27.75375,1,F002508,scanId=1665233
MR005124,15-17.5,SM(d19:1/x:y),SM(d19:1/25:3),SM(d44:4),3,0.55,44.0,1.0,25.0,3.0,10.267,27.85075,1,F002508,scanId=1671053
MR005335,15-17.5,SM(d23:0/x:y),SM(d23:0/21:4),SM(d44:4),3,0.55,44.0,0.99,21.0,4.0,10.267,27.794,1,F002508,scanId=1667648
MR001667,15-17.5,Cer(m18:2/x:y),Cer(m18:2/24:0),Cer(m42:2),1,1.0,100.0,1.0,24.0,0.0,10.356,27.915311111111,9,F002511,scanId=1668906; scanId=1671556; scanId=1674205; scanId=1677359; scanId=1681018; scanId=1668888; scanId=1674157; scanId=1677310; scanId=1680941
MR001429,15-17.5,Cer(m17:1/x:y),Cer(m17:1/25:1),Cer(m42:2),2,0.75,67.5,0.09,25.0,1.0,10.356,27.883308333333247,4,F002511,scanId=1668906; scanId=1671556; scanId=1674205; scanId=1677359
MR002041,15-17.5,Cer(m24:1/x:y),Cer(m24:1/18:1),Cer(m42:2),3,0.75,60.0,0.07,18.0,1.0,10.356,27.883308333333247,4,F002511,scanId=1668906; scanId=1671556; scanId=1674205; scanId=1677359
MR003296,15-17.5,GlcCer(m18:2/x:y),GlcCer(m18:2/24:0),GlcCer(m42:2),1,1.0,100.0,1.0,24.0,0.0,10.361,27.94843,10,F002512,scanId=1670519; scanId=1673675; scanId=1676831; scanId=1679983; scanId=1683642; scanId=1670517; scanId=1673668; scanId=1676791; scanId=1679942; scanId=1683570
MR003156,15-17.5,GlcCer(m17:1/x:y),GlcCer(m17:1/25:1),GlcCer(m42:2),2,0.83,74.7,0.18,25.0,1.0,10.361,27.936103703703665,9,F002512,scanId=1670519; scanId=1673675; scanId=1676831; scanId=1679983; scanId=1683642; scanId=1670517; scanId=1673668; scanId=1676791; scanId=1679942
MR003242,15-17.5,GlcCer(m18:1/x:y),GlcCer(m18:1/24:1),GlcCer(m42:2),2,0.67,46.90000000000001,0.21,24.0,1.0,10.361,27.8681333333335,2,F002512,scanId=1673675; scanId=1670517
MR003454,15-17.5,GlcCer(m24:1/x:y),GlcCer(m24:1/18:1),GlcCer(m42:2),2,0.67,60.3,0.23,18.0,1.0,10.361,27.9257033333332,5,F002512,scanId=1670519; scanId=1676831; scanId=1673668; scanId=1676791; scanId=1679942
MR003471,15-17.5,GlcCer(m29:1/x:y),GlcCer(m29:1/13:1),GlcCer(m42:2),2,0.5,45.0,0.24,13.0,1.0,10.361,27.999583333333,1,F002512,scanId=1679983
MR003472,15-17.5,GlcCer(m29:2/x:y),GlcCer(m29:2/13:0),GlcCer(m42:2),3,0.5,40.0,0.27,13.0,0.0,10.361,28.060566666667,1,F002512,scanId=1683642
MR6_0005794,15-17.5,SM(d14:0/x:y),SM(d14:0/30:2),SM(d44:2),1,0.45,45.0,1.0,30.0,2.0,10.378,27.8629466666668,5,F002513,scanId=1674138; scanId=1669513; scanId=1669512; scanId=1671318; scanId=1674443
