result_id,hilic_fraction_min,lipid_subclass,lipid_annotation,precursor_annotation,candidate_rank,match_score,total_score,ms2_abundance,variable_carbon_number,curve_unsaturation,normalized_rt_min,mean_ms2_rt_min,merged_ms2_spectrum_count,ms1_feature_id,ms2_scan_id
MR005658,0-5,So(dx:y),So(d13:3),So(d13:3),1,0.67,67.0,1.0,13.0,3.0,3.278,8.2282,1,F000019,scanId=493700
MR6_0000002,0-5,Sa(dx:y),Sa(d16:0),Sa(d16:0),1,0.67,67.0,1.0,16.0,0.0,3.5120000000000005,8.599499479167,1,F000030,scanId=515977
MR6_0000003,0-5,Sa(dx:y),Sa(d17:0),Sa(d17:0),1,0.67,67.0,1.0,17.0,0.0,3.555999999999999,8.553749479167,1,F000033,scanId=513232
MR005644,0-5,So(dx:y),So(d16:1),So(d16:1),1,0.67,67.0,1.0,16.0,1.0,3.561999999999999,8.543383854167,1,F000035,scanId=512611
MR001269,0-5,Cer(m14:4/x:y),Cer(m14:4/13:3),Cer(m27:7),1,0.5,50.0,1.0,13.0,3.0,3.699999999999999,8.76001640625,2,F000047,scanId=522956; scanId=528261
MR005647,0-5,So(dx:y),So(d17:1),So(d17:1),1,0.67,67.0,1.0,17.0,1.0,3.706,8.577550260416501,2,F000048,scanId=513335; scanId=515987
MR005643,0-5,So(dx:y),So(d15:1),So(d15:1),1,0.67,67.0,1.0,15.0,1.0,4.278,9.250116666667,1,F000094,scanId=555015
MR005666,0-5,So(mx:y),So(m14:1),So(m14:1),1,1.0,100.0,1.0,14.0,1.0,4.406000000000001,9.5016083333335,2,F000114,scanId=564866; scanId=575343
MR005646,0-5,So(dx:y),So(d16:1),So(d16:1),1,0.67,67.0,1.0,16.0,1.0,4.423,9.397083333333,1,F000117,scanId=563833
MR005655,0-5,So(dx:y),So(d20:2),So(d20:2),1,0.67,67.0,1.0,20.0,2.0,4.428000000000001,9.42975,1,F000118,scanId=565793
MR6_0000011,0-5,Sa(dx:y),Sa(d22:0),Sa(d22:0),1,0.67,67.0,1.0,22.0,0.0,4.489000000000001,9.5554,1,F000122,scanId=573332
MR6_0000012,0-5,CAEP(d18:1/x:y),CAEP(d18:1/18:4),CAEP(d36:5),1,0.38,38.0,1.0,18.0,4.0,4.489000000000001,9.675966666667,1,F000123,scanId=580566
MR6_0000013,0-5,CAEP(d20:3/x:y),CAEP(d20:3/16:2),CAEP(d36:5),2,0.38,34.2,1.0,16.0,2.0,4.489000000000001,9.675966666667,1,F000123,scanId=580566
MR005662,0-5,So(dx:y),So(d22:3),So(d22:3),1,0.67,67.0,1.0,22.0,3.0,4.573,9.745233333333,1,F000132,scanId=584722
MR001265,0-5,Cer(m14:3/x:y),Cer(m14:3/17:4),Cer(m31:7),1,0.5,50.0,1.0,17.0,4.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001271,0-5,Cer(m14:4/x:y),Cer(m14:4/17:3),Cer(m31:7),1,0.5,50.0,1.0,17.0,3.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001286,0-5,Cer(m15:3/x:y),Cer(m15:3/16:4),Cer(m31:7),1,0.5,50.0,1.0,16.0,4.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001290,0-5,Cer(m15:4/x:y),Cer(m15:4/16:3),Cer(m31:7),1,0.5,50.0,1.0,16.0,3.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001369,0-5,Cer(m16:3/x:y),Cer(m16:3/15:4),Cer(m31:7),1,0.5,50.0,1.0,15.0,4.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001372,0-5,Cer(m16:4/x:y),Cer(m16:4/15:3),Cer(m31:7),1,0.5,50.0,1.0,15.0,3.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001536,0-5,Cer(m17:3/x:y),Cer(m17:3/14:4),Cer(m31:7),1,0.5,50.0,1.0,14.0,4.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001538,0-5,Cer(m17:4/x:y),Cer(m17:4/14:3),Cer(m31:7),1,0.5,50.0,1.0,14.0,3.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001784,0-5,Cer(m18:3/x:y),Cer(m18:3/13:4),Cer(m31:7),1,0.5,50.0,1.0,13.0,4.0,4.638999999999999,9.58715,2,F000141,scanId=573699; scanId=576775
MR001789,0-5,Cer(m18:4/x:y),Cer(m18:4/13:3),Cer(m31:7),1,0.5,50.0,1.0,13.0,3.0,4.638999999999999,9.612783333333,1,F000141,scanId=576775
MR001995,0-5,Cer(m21:4/x:y),Cer(m21:4/10:3),Cer(m31:7),1,0.75,75.0,1.0,10.0,3.0,4.638999999999999,9.561516666667,1,F000141,scanId=573699
MR001267,0-5,Cer(m14:4/x:y),Cer(m14:4/10:2),Cer(m24:6),1,0.5,50.0,1.0,10.0,2.0,4.689,9.8535,1,F000146,scanId=591218
MR005661,0-5,So(dx:y),So(d20:3),So(d20:3),1,0.67,67.0,1.0,20.0,3.0,4.695,9.688083333333,1,F000147,scanId=581293
MR005663,0-5,So(dx:y),So(d20:4),So(d20:4),1,0.67,67.0,1.0,20.0,4.0,4.723000000000001,9.69875,1,F000148,scanId=581933
MR005685,0-5,So(mx:y),So(m18:3),So(m18:3),1,1.0,100.0,1.0,18.0,3.0,4.75,9.82405,1,F000154,scanId=589451
MR005657,0-5,So(dx:y),So(d22:2),So(d22:2),1,0.67,67.0,1.0,22.0,2.0,4.767,9.786133333333,1,F000158,scanId=587176
MR005668,0-5,So(mx:y),So(m16:1),So(m16:1),1,1.0,100.0,1.0,16.0,1.0,4.872999999999999,9.8615583333335,2,F000172,scanId=588566; scanId=594837
MR6_0000032,0-5,Lyso-SM(dx:y),Lyso-SM(d19:1),Lyso-SM(d19:1),1,0.43,43.0,1.0,19.0,1.0,4.895,9.76505,1,F000174,scanId=585911
MR005656,0-5,So(dx:y),So(d20:2),So(d20:2),1,0.67,67.0,1.0,20.0,2.0,4.928000000000001,9.949716666667,1,F000176,scanId=596991
MR005664,0-5,So(dx:y),So(d21:4),So(d21:4),1,0.67,67.0,1.0,21.0,4.0,4.956,10.005233333333,1,F000178,scanId=600322
MR005669,0-5,So(mx:y),So(m17:1),So(m17:1),1,1.0,100.0,1.0,17.0,1.0,4.978,9.9526583333335,2,F000181,scanId=595338; scanId=598997
MR005678,0-5,So(mx:y),So(m18:2),So(m18:2),1,1.0,100.0,1.0,18.0,2.0,5.010999999999999,10.106188888888669,3,F000186,scanId=600647; scanId=607420; scanId=611071
MR001268,0-5,Cer(m14:4/x:y),Cer(m14:4/12:3),Cer(m26:7),1,1.0,100.0,1.0,12.0,3.0,5.050000000000001,10.096316666667,1,F000191,scanId=605787
MR001289,0-5,Cer(m15:4/x:y),Cer(m15:4/11:3),Cer(m26:7),1,0.5,50.0,1.0,11.0,3.0,5.050000000000001,10.101911111111333,3,F000191,scanId=602636; scanId=605787; scanId=609945
MR001368,0-5,Cer(m16:3/x:y),Cer(m16:3/10:4),Cer(m26:7),1,0.5,50.0,1.0,10.0,4.0,5.050000000000001,10.0700583333335,2,F000191,scanId=602636; scanId=605787
MR001264,0-5,Cer(m14:3/x:y),Cer(m14:3/12:4),Cer(m26:7),2,0.5,45.0,0.72,12.0,4.0,5.050000000000001,10.096316666667,1,F000191,scanId=605787
MR001285,0-5,Cer(m15:3/x:y),Cer(m15:3/11:4),Cer(m26:7),2,0.5,45.0,0.72,11.0,4.0,5.050000000000001,10.130966666667,2,F000191,scanId=605787; scanId=609945
MR001371,0-5,Cer(m16:4/x:y),Cer(m16:4/10:3),Cer(m26:7),2,0.5,45.0,0.72,10.0,3.0,5.050000000000001,10.0700583333335,2,F000191,scanId=602636; scanId=605787
MR6_0000043,0-5,Cer(d14:3/x:y)(2OH),Cer(d14:3/10:1)(2OH),Cer(d24:4)(2OH),1,0.5,50.0,1.0,10.0,1.0,5.192,10.153983333333,1,F000203,scanId=609247
MR001283,0-5,Cer(m15:3/x:y),Cer(m15:3/11:3),Cer(m26:6),1,0.5,50.0,1.0,11.0,3.0,5.195,10.269083333333,1,F000213,scanId=616153
MR005651,0-5,So(dx:y),So(d20:1),So(d20:1),1,0.67,67.0,1.0,20.0,1.0,5.223000000000001,10.190383333333,1,F000219,scanId=611431
MR005660,0-5,So(dx:y),So(d13:3),So(d13:3),1,0.67,67.0,1.0,13.0,3.0,5.239000000000001,10.220116666667,1,F000222,scanId=613215
MR6_0000047,0-5,Cer(d14:3/x:y)(2OH),Cer(d14:3/10:1)(2OH),Cer(d24:4)(2OH),1,0.5,50.0,1.0,10.0,1.0,5.192,10.2523,1,F000225,scanId=615146
MR005670,0-5,So(mx:y),So(m18:1),So(m18:1),1,1.0,100.0,1.0,18.0,1.0,5.267,10.3076666666665,2,F000232,scanId=616655; scanId=620281
MR6_0000049,0-5,So(mx:y),So(m20:2),So(m20:2),1,1.0,100.0,1.0,20.0,2.0,5.4365,10.425166666667,1,F000244,scanId=625518
MR005665,0-5,So(dx:y),So(d24:5),So(d24:5),1,0.67,67.0,1.0,24.0,5.0,5.395,10.431083333333,1,F000245,scanId=625873
MR000005,0-5,-linoleoyloxy-DHCer(d18:0/x:y),-linoleoyloxy-DHCer(d18:0/11:3),-linoleoyloxy-DHCer(d29:3),1,0.5,50.0,1.0,11.0,3.0,5.406000000000001,10.444866666667,1,F000249,scanId=626700
MR000003,0-5,-linoleoyloxy-DHCer(d17:0/x:y),-linoleoyloxy-DHCer(d17:0/12:3),-linoleoyloxy-DHCer(d29:3),2,0.5,45.0,0.69,12.0,3.0,5.406000000000001,10.444866666667,1,F000249,scanId=626700
MR000004,0-5,-linoleoyloxy-DHCer(d17:1/x:y),-linoleoyloxy-DHCer(d17:1/12:2),-linoleoyloxy-DHCer(d29:3),3,0.5,40.0,0.49,12.0,2.0,5.406000000000001,10.444866666667,1,F000249,scanId=626700
MR6_0000054,0-5,CAEP(d22:3/x:y),CAEP(d22:3/20:2),CAEP(d42:5),1,0.38,38.0,1.0,20.0,2.0,5.428000000000001,10.35465,1,F000252,scanId=621287
MR005673,0-5,So(mx:y),So(m19:1),So(m19:1),1,1.0,100.0,1.0,19.0,1.0,5.445,10.4323333333335,2,F000253,scanId=625982; scanId=625914
MR6_0000056,0-5,So(mx:y),So(m20:2),So(m20:2),1,1.0,100.0,1.0,20.0,2.0,5.4365,10.482423333333198,5,F000260,scanId=624224; scanId=631022; scanId=628666; scanId=632291; scanId=628564
MR6_0000057,0-5,Sa(dx:y),Sa(d25:0),Sa(d25:0),1,0.67,67.0,1.0,25.0,0.0,5.489000000000001,10.432166666667,1,F000262,scanId=625938
MR005674,0-5,So(mx:y),So(m20:1),So(m20:1),1,1.0,100.0,1.0,20.0,1.0,5.539,10.529683333333,1,F000266,scanId=631789
MR000074,0-5,Cer(d14:4/x:y)(2OH),Cer(d14:4/22:4)(2OH),Cer(d36:8)(2OH),1,0.67,67.0,1.0,22.0,4.0,5.589,10.606666666667,1,F000272,scanId=636408
MR000227,0-5,Cer(d16:4/x:y)(2OH),Cer(d16:4/20:4)(2OH),Cer(d36:8)(2OH),2,0.5,45.0,0.69,20.0,4.0,5.589,10.606666666667,1,F000272,scanId=636408
MR000133,0-5,Cer(d15:4/x:y)(2OH),Cer(d15:4/21:4)(2OH),Cer(d36:8)(2OH),3,0.5,40.0,0.49,21.0,4.0,5.589,10.606666666667,1,F000272,scanId=636408
MR6_0000062,0-5,CAEP(d15:3/x:y),CAEP(d15:3/23:4),CAEP(d38:7),1,0.38,38.0,1.0,23.0,4.0,5.695,10.71945,1,F000281,scanId=643175
MR6_0000064,0-5,CAEP(d19:3/x:y),CAEP(d19:3/19:4),CAEP(d38:7),1,0.38,38.0,1.0,19.0,4.0,5.695,10.667427777777668,3,F000281,scanId=636911; scanId=640063; scanId=643187
MR000012,0-5,CAEP(d19:4/x:y),CAEP(d19:4/19:3),CAEP(d38:7),1,0.5,50.0,1.0,19.0,3.0,5.695,10.684566666666331,3,F000281,scanId=640063; scanId=645808; scanId=637375
MR6_0000069,0-5,CAEP(d23:4/x:y),CAEP(d23:4/15:3),CAEP(d38:7),1,0.38,38.0,1.0,15.0,3.0,5.695,10.77472083333325,4,F000281,scanId=640063; scanId=645808; scanId=648468; scanId=651626
MR6_0000063,0-5,CAEP(d17:3/x:y),CAEP(d17:3/21:4),CAEP(d38:7),2,0.38,34.2,0.78,21.0,4.0,5.695,10.807666666667,1,F000281,scanId=648468
MR6_0000066,0-5,CAEP(d22:3/x:y),CAEP(d22:3/16:4),CAEP(d38:7),2,0.38,34.2,1.0,16.0,4.0,5.695,10.71965,1,F000281,scanId=643187
MR6_0000067,0-5,CAEP(d22:4/x:y),CAEP(d22:4/16:3),CAEP(d38:7),3,0.38,30.4,0.76,16.0,3.0,5.695,10.763333333333,1,F000281,scanId=645808
MR6_0000068,0-5,CAEP(d23:3/x:y),CAEP(d23:3/15:4),CAEP(d38:7),3,0.38,30.4,0.99,15.0,4.0,5.695,10.71965,1,F000281,scanId=643187
MR000002,0-5,-linoleoyloxy-DHCer(d15:4/x:y),-linoleoyloxy-DHCer(d15:4/11:4),-linoleoyloxy-DHCer(d26:8),1,0.5,50.0,1.0,11.0,4.0,5.695,10.721933333333,1,F000282,scanId=643324
MR6_0000071,0-5,PGCer(d18:2/x:y),PGCer(d18:2/16:0),PGCer(d34:2),1,0.4,40.0,1.0,16.0,0.0,5.695,10.6694,1,F000282,scanId=640172
MR6_0000073,0-5,CerP(d22:1/x:y)(2OH),CerP(d22:1/15:2)(2OH),CerP(d37:3)(2OH),1,0.44,44.0,1.0,15.0,2.0,5.699999999999999,10.869333333333,1,F000283,scanId=652168
MR6_0000074,0-5,CerP(d24:3/x:y)(2OH),CerP(d24:3/13:0)(2OH),CerP(d37:3)(2OH),1,0.44,44.0,1.0,13.0,0.0,5.699999999999999,10.8212166666665,2,F000283,scanId=646394; scanId=652168
MR6_0000072,0-5,CerP(d17:1/x:y)(2OH),CerP(d17:1/20:2)(2OH),CerP(d37:3)(2OH),2,0.44,39.6,0.02,20.0,2.0,5.699999999999999,10.869333333333,1,F000283,scanId=652168
MR005675,0-5,So(mx:y),So(m20:1),So(m20:1),1,1.0,100.0,1.0,20.0,1.0,5.788999999999999,10.779833333333334,3,F000288,scanId=644979; scanId=646124; scanId=649291
MR000134,0-5,Cer(d16:0/x:y),Cer(d16:0/16:0),Cer(d32:0),1,0.67,67.0,1.0,16.0,0.0,5.817,10.8321633333332,5,F000291,scanId=646471; scanId=649086; scanId=652237; scanId=655388; scanId=646507
MR005676,0-5,So(mx:y),So(m22:1),So(m22:1),1,1.0,100.0,1.0,22.0,1.0,5.834,10.8547666666665,2,F000293,scanId=652670; scanId=649918
MR6_0000078,0-5,Sa(dx:y),Sa(d22:0),Sa(d22:0),1,0.67,67.0,1.0,22.0,0.0,5.845000000000001,10.938316666667,1,F000294,scanId=656307
MR003269,0-5,GlcCer(m18:2/x:y),GlcCer(m18:2/16:0),GlcCer(m34:2),1,0.67,67.0,1.0,16.0,0.0,5.933999999999999,10.919937499999753,4,F000309,scanId=651917; scanId=655039; scanId=658177; scanId=655684
MR003397,0-5,GlcCer(m20:1/x:y),GlcCer(m20:1/14:1),GlcCer(m34:2),1,0.5,50.0,1.0,14.0,1.0,5.933999999999999,10.86515,1,F000309,scanId=651917
MR003131,0-5,GlcCer(m17:1/x:y),GlcCer(m17:1/17:1),GlcCer(m34:2),2,0.5,45.0,0.21,17.0,1.0,5.933999999999999,10.943333333333,2,F000309,scanId=655039; scanId=658177
MR003222,0-5,GlcCer(m18:1/x:y),GlcCer(m18:1/16:1),GlcCer(m34:2),2,0.5,45.0,0.42,16.0,1.0,5.934,10.938199999999668,3,F000309,scanId=655039; scanId=658177; scanId=655684
MR002201,0-5,DHCerP(d18:1/x:y),DHCerP(d18:1/24:4),DHCerP(d42:5),1,0.5,50.0,1.0,24.0,4.0,5.933999999999999,10.9967,2,F000310,scanId=657982; scanId=661638
MR002216,0-5,DHCerP(d18:2/x:y),DHCerP(d18:2/24:3),DHCerP(d42:5),1,0.67,67.0,1.0,24.0,3.0,5.933999999999999,10.966233333333,1,F000310,scanId=657982
MR6_0000085,0-5,GlcCer(d18:1/x:y),GlcCer(d18:1/18:3),GlcCer(d36:4),2,0.38,38.0,1.0,18.0,3.0,5.933999999999999,11.027166666667,1,F000310,scanId=661638
MR002750,0-5,GlcCer(d18:2/x:y),GlcCer(d18:2/18:2),GlcCer(d36:4),3,0.5,50.0,1.0,18.0,2.0,5.933999999999999,10.966233333333,1,F000310,scanId=657982
MR005652,0-5,So(dx:y),So(d30:1),So(d30:1),1,0.67,67.0,1.0,30.0,1.0,5.973000000000001,10.895283333333,1,F000314,scanId=653725
MR001301,0-5,Cer(m16:0/x:y),Cer(m16:0/18:1),Cer(m34:1),1,0.5,50.0,1.0,18.0,1.0,6.017,11.208283333333,1,F000322,scanId=672505
MR003302,0-5,GlcCer(m18:2/x:y),GlcCer(m18:2/18:1),GlcCer(m36:3),1,0.67,60.3,0.72,18.0,1.0,6.084000000000001,11.1315233333334,10,F000328,scanId=661760; scanId=664916; scanId=668076; scanId=670730; scanId=672881; scanId=675032; scanId=661786; scanId=664941; scanId=668109; scanId=670763
MR003338,0-5,GlcCer(m18:3/x:y),GlcCer(m18:3/18:0),GlcCer(m36:3),1,0.83,83.0,1.0,18.0,0.0,6.084000000000001,11.1315233333334,10,F000328,scanId=661760; scanId=664916; scanId=668076; scanId=670730; scanId=672881; scanId=675032; scanId=661786; scanId=664941; scanId=668109; scanId=670763
MR003195,0-5,GlcCer(m17:2/x:y),GlcCer(m17:2/19:1),GlcCer(m36:3),3,0.67,53.6,0.25,19.0,1.0,6.084,11.131838888889,3,F000328,scanId=664916; scanId=670730; scanId=668109
MR003247,0-5,GlcCer(m18:1/x:y),GlcCer(m18:1/18:2),GlcCer(m36:3),3,0.83,58.09999999999999,0.27,18.0,2.0,6.084,11.0818333333335,2,F000328,scanId=661760; scanId=668076
MR003395,0-5,GlcCer(m20:0/x:y),GlcCer(m20:0/16:3),GlcCer(m36:3),3,0.67,53.6,0.43,16.0,3.0,6.084,11.21455,1,F000328,scanId=672881
MR6_0000094,0-5,Sa(mx:y),Sa(m20:0),Sa(m20:0),1,1.0,100.0,1.0,20.0,0.0,6.111000000000001,11.067083333333,1,F000332,scanId=664033
MR001716,0-5,Cer(m18:2/x:y),Cer(m18:2/16:2),Cer(m34:4),1,0.5,50.0,1.0,16.0,2.0,6.111000000000001,11.024816666667,1,F000333,scanId=661497
MR001771,0-5,Cer(m18:3/x:y),Cer(m18:3/16:1),Cer(m34:4),1,0.5,50.0,1.0,16.0,1.0,6.111000000000001,11.1543166666665,4,F000333,scanId=664651; scanId=667807; scanId=670974; scanId=673636
MR001288,0-5,Cer(m15:4/x:y),Cer(m15:4/19:0),Cer(m34:4),2,0.5,45.0,0.77,19.0,0.0,6.111000000000001,11.129983333333,1,F000333,scanId=667807
MR001362,0-5,Cer(m16:2/x:y),Cer(m16:2/18:2),Cer(m34:4),2,0.5,45.0,0.83,18.0,2.0,6.111000000000001,11.077383333333,1,F000333,scanId=664651
MR001944,0-5,Cer(m20:2/x:y),Cer(m20:2/14:2),Cer(m34:4),3,0.5,40.0,0.71,14.0,2.0,6.111000000000001,11.129983333333,1,F000333,scanId=667807
MR002032,0-5,Cer(m23:3/x:y),Cer(m23:3/11:1),Cer(m34:4),3,0.5,40.0,0.76,11.0,1.0,6.111000000000001,11.077383333333,1,F000333,scanId=664651
MR004161,0-5,N-methylSo(d15:1/x:y),N-methylSo(d15:1/15:0),N-methylSo(d30:1),1,0.5,50.0,1.0,15.0,0.0,6.156000000000001,11.09155,1,F000336,scanId=665501
MR6_0000103,0-5,GlcCer(m16:2/x:y),GlcCer(m16:2/16:0),GlcCer(m32:2),1,0.67,60.3,0.46,16.0,0.0,6.356,11.3364333333335,2,F000346,scanId=677789; scanId=682599
MR6_0000105,0-5,GlcCer(m18:2/x:y),GlcCer(m18:2/14:0),GlcCer(m32:2),1,0.67,67.0,1.0,14.0,0.0,6.356,11.337822222222334,3,F000346,scanId=677789; scanId=680444; scanId=682599
MR003084,0-5,GlcCer(m14:1/x:y),GlcCer(m14:1/18:1),GlcCer(m32:2),2,0.5,45.0,0.16,18.0,1.0,6.356,11.3406,1,F000346,scanId=680444
MR003128,0-5,GlcCer(m17:1/x:y),GlcCer(m17:1/15:1),GlcCer(m32:2),3,0.5,40.0,0.34,15.0,1.0,6.355999999999999,11.337822222222334,3,F000346,scanId=677789; scanId=680444; scanId=682599
MR000137,0-5,Cer(d16:0/x:y),Cer(d16:0/18:0),Cer(d34:0),1,0.5,50.0,1.0,18.0,0.0,6.439,11.4160444444445,6,F000353,scanId=680394; scanId=683007; scanId=688798; scanId=683078; scanId=685699; scanId=688848
MR000426,0-5,Cer(d18:0/x:y),Cer(d18:0/16:0),Cer(d34:0),1,0.5,50.0,1.0,16.0,0.0,6.439,11.39706250000025,4,F000353,scanId=680394; scanId=683007; scanId=683078; scanId=688848
MR005677,0-5,So(mx:y),So(m22:1),So(m22:1),1,1.0,100.0,1.0,22.0,1.0,6.449999999999999,11.403966666667,1,F000354,scanId=684246
MR001294,0-5,Cer(m16:0/x:y),Cer(m16:0/18:0),Cer(m34:0),1,0.75,75.0,1.0,18.0,0.0,6.449999999999999,11.4491708333335,4,F000355,scanId=686886; scanId=690029; scanId=684135; scanId=686783
MR001542,0-5,Cer(m18:0/x:y),Cer(m18:0/16:0),Cer(m34:0),1,0.75,75.0,1.0,16.0,0.0,6.45,11.426675000000165,6,F000355,scanId=681584; scanId=684234; scanId=686886; scanId=690029; scanId=684135; scanId=686783
MR001254,0-5,Cer(m14:0/x:y),Cer(m14:0/20:0),Cer(m34:0),2,0.5,45.0,0.52,20.0,0.0,6.449999999999999,11.50035,1,F000355,scanId=690029
MR6_0000112,0-5,GlcCer(m16:2/x:y),GlcCer(m16:2/16:0),GlcCer(m32:2),1,0.5,50.0,1.0,16.0,0.0,6.494999999999999,11.37025,1,F000359,scanId=682223
MR6_0000113,0-5,GlcCer(m18:2/x:y),GlcCer(m18:2/14:0),GlcCer(m32:2),2,0.5,45.0,0.77,14.0,0.0,6.494999999999999,11.37025,1,F000359,scanId=682223
MR003428,0-5,GlcCer(m21:1/x:y),GlcCer(m21:1/11:1),GlcCer(m32:2),3,0.5,40.0,0.6,11.0,1.0,6.494999999999999,11.37025,1,F000359,scanId=682223
MR001408,0-5,Cer(m17:1/x:y),Cer(m17:1/19:1),Cer(m36:2),1,0.5,50.0,1.0,19.0,1.0,6.5,11.5249333333335,4,F000361,scanId=690198; scanId=693350; scanId=688328; scanId=694140
MR001639,0-5,Cer(m18:2/x:y),Cer(m18:2/18:0),Cer(m36:2),1,1.0,100.0,1.0,18.0,0.0,6.5,11.483459259259222,9,F000361,scanId=682300; scanId=684925; scanId=687578; scanId=690198; scanId=693350; scanId=685677; scanId=688328; scanId=690983; scanId=697801
MR001578,0-5,Cer(m18:1/x:y),Cer(m18:1/18:1),Cer(m36:2),2,0.5,45.0,0.33,18.0,1.0,6.5,11.46575,2,F000361,scanId=687578; scanId=688328
MR001834,0-5,Cer(m19:2/x:y),Cer(m19:2/17:0),Cer(m36:2),2,0.5,45.0,0.02,17.0,0.0,6.5,11.51625,1,F000361,scanId=690983
MR001900,0-5,Cer(m20:2/x:y),Cer(m20:2/16:0),Cer(m36:2),3,0.75,60.0,0.13,16.0,0.0,6.5,11.503166666667,1,F000361,scanId=690198
MR002039,0-5,Cer(m24:1/x:y),Cer(m24:1/12:1),Cer(m36:2),3,0.5,40.0,0.12,12.0,1.0,6.5,11.5557,1,F000361,scanId=693350
MR003275,0-5,GlcCer(m18:2/x:y),GlcCer(m18:2/18:0),GlcCer(m36:2),1,0.67,67.0,1.0,18.0,0.0,6.5,11.520852777777831,6,F000362,scanId=686334; scanId=688983; scanId=692134; scanId=698943; scanId=689005; scanId=692156
MR003137,0-5,GlcCer(m17:1/x:y),GlcCer(m17:1/19:1),GlcCer(m36:2),2,0.5,45.0,0.18,19.0,1.0,6.5,11.498320833333253,4,F000362,scanId=686334; scanId=692134; scanId=689005; scanId=692156
MR003186,0-5,GlcCer(m17:2/x:y),GlcCer(m17:2/19:0),GlcCer(m36:2),2,0.5,45.0,0.74,19.0,0.0,6.5,11.648916666667,1,F000362,scanId=698943
MR003225,0-5,GlcCer(m18:1/x:y),GlcCer(m18:1/18:1),GlcCer(m36:2),2,0.67,53.6,0.18,18.0,1.0,6.5,11.50935833333325,4,F000362,scanId=688983; scanId=692134; scanId=689005; scanId=692156
MR002611,0-5,GlcCer(d18:0/x:y),GlcCer(d18:0/18:1),GlcCer(d36:1),1,0.5,50.0,1.0,18.0,1.0,6.506,11.549861111111,3,F000364,scanId=682127; scanId=696862; scanId=700010
MR002651,0-5,GlcCer(d18:1/x:y),GlcCer(d18:1/18:0),GlcCer(d36:1),1,0.5,50.0,1.0,18.0,0.0,6.506,11.518947916666626,8,F000364,scanId=687402; scanId=690052; scanId=693204; scanId=696862; scanId=700010; scanId=682459; scanId=685115; scanId=694055
MR002447,0-5,GlcCer(d16:0/x:y),GlcCer(d16:0/20:1),GlcCer(d36:1),2,0.5,45.0,0.6,20.0,1.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR6_0000131,0-5,GlcCer(d17:0/x:y),GlcCer(d17:0/19:1),GlcCer(d36:1),2,0.38,34.2,0.51,19.0,1.0,6.506,11.49869,5,F000364,scanId=682127; scanId=687402; scanId=690052; scanId=693204; scanId=696862
MR002956,0-5,GlcCer(d23:0/x:y),GlcCer(d23:0/13:1),GlcCer(d36:1),2,0.5,45.0,0.63,13.0,1.0,6.506,11.36865,1,F000364,scanId=682127
MR6_0000136,0-5,GlcCer(d24:1/x:y),GlcCer(d24:1/12:0),GlcCer(d36:1),2,0.38,34.2,0.44,12.0,0.0,6.506,11.527,2,F000364,scanId=690052; scanId=693204
MR6_0000125,0-5,GlcCer(d14:0/x:y),GlcCer(d14:0/22:1),GlcCer(d36:1),3,0.38,30.4,0.46,22.0,1.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR6_0000126,0-5,GlcCer(d14:1/x:y),GlcCer(d14:1/22:0),GlcCer(d36:1),3,0.38,30.4,0.46,22.0,0.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR6_0000127,0-5,GlcCer(d15:0/x:y),GlcCer(d15:0/21:1),GlcCer(d36:1),3,0.38,30.4,0.46,21.0,1.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR6_0000128,0-5,GlcCer(d15:1/x:y),GlcCer(d15:1/21:0),GlcCer(d36:1),3,0.38,30.4,0.46,21.0,0.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR6_0000130,0-5,GlcCer(d16:1/x:y),GlcCer(d16:1/20:0),GlcCer(d36:1),3,0.38,30.4,0.46,20.0,0.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR6_0000132,0-5,GlcCer(d17:1/x:y),GlcCer(d17:1/19:0),GlcCer(d36:1),3,0.38,30.4,0.46,19.0,0.0,6.506,11.4914416666665,2,F000364,scanId=682127; scanId=696862
MR005683,0-5,So(mx:y),So(m24:2),So(m24:2),1,1.0,100.0,1.0,24.0,2.0,6.544999999999999,11.520411111111336,3,F000366,scanId=692057; scanId=689244; scanId=692397
